"ID";"RegioS";"Perioden";"PrijsindexBestaandeKoopwoningen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"AantalVerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"1294";"PV26  ";"2000JJ00";"    70.9";"    18.8";"    18.8";"   15353";"    -2.9";"    -2.9";"  210598";"    3233"
"1295";"PV26  ";"2001KW01";"    74.5";"     1.0";"    11.3";"    2953";"   -32.3";"    -7.0";"  223331";"     659"
"1296";"PV26  ";"2001KW02";"    75.7";"     1.6";"     8.2";"    3740";"    26.7";"    -2.7";"  223910";"     837"
"1297";"PV26  ";"2001KW03";"    77.4";"     2.3";"     6.3";"    4306";"    15.1";"     8.5";"  228674";"     985"
"1298";"PV26  ";"2001KW04";"    77.9";"     0.5";"     5.6";"    4488";"     4.2";"     2.8";"  225632";"    1013"
"1299";"PV26  ";"2001JJ00";"    76.4";"     7.8";"     7.8";"   15487";"     0.9";"     0.9";"  225623";"    3494"
"1300";"PV26  ";"2002KW01";"    79.4";"     1.9";"     6.5";"    3429";"   -23.6";"    16.1";"  230233";"     789"
"1301";"PV26  ";"2002KW02";"    79.9";"     0.7";"     5.6";"    3624";"     5.7";"    -3.1";"  232803";"     844"
"1302";"PV26  ";"2002KW03";"    80.7";"     1.0";"     4.2";"    4129";"    13.9";"    -4.1";"  236209";"     975"
"1303";"PV26  ";"2002KW04";"    79.6";"    -1.4";"     2.2";"    4124";"    -0.1";"    -8.1";"  232875";"     960"
"1304";"PV26  ";"2002JJ00";"    79.9";"     4.6";"     4.6";"   15306";"    -1.2";"    -1.2";"  233166";"    3569"
"1305";"PV26  ";"2003KW01";"    81.4";"     2.2";"     2.5";"    3099";"   -24.9";"    -9.6";"  230798";"     715"
"1306";"PV26  ";"2003KW02";"    82.5";"     1.3";"     3.2";"    3480";"    12.3";"    -4.0";"  233329";"     812"
"1307";"PV26  ";"2003KW03";"    83.5";"     1.3";"     3.5";"    3767";"     8.2";"    -8.8";"  241235";"     909"
"1308";"PV26  ";"2003KW04";"    84.2";"     0.8";"     5.8";"    4378";"    16.2";"     6.2";"  241875";"    1059"
"1309";"PV26  ";"2003JJ00";"    82.9";"     3.7";"     3.7";"   14724";"    -3.8";"    -3.8";"  237360";"    3495"
"1310";"PV26  ";"2004KW01";"    85.4";"     1.5";"     4.9";"    3077";"   -29.7";"    -0.7";"  243217";"     748"
"1311";"PV26  ";"2004KW02";"    86.2";"     0.9";"     4.5";"    3813";"    23.9";"     9.6";"  244976";"     934"
"1312";"PV26  ";"2004KW03";"    88.0";"     2.2";"     5.4";"    3993";"     4.7";"     6.0";"  256483";"    1024"
"1313";"PV26  ";"2004KW04";"    88.0";"    -0.1";"     4.5";"    4081";"     2.2";"    -6.8";"  246028";"    1004"
"1314";"PV26  ";"2004JJ00";"    86.9";"     4.8";"     4.8";"   14964";"     1.6";"     1.6";"  247971";"    3711"
"1315";"PV26  ";"2005KW01";"    89.8";"     2.1";"     5.2";"    3125";"   -23.4";"     1.6";"  254622";"     796"
"1316";"PV26  ";"2005KW02";"    90.1";"     0.3";"     4.6";"    3909";"    25.1";"     2.5";"  251765";"     984"
"1317";"PV26  ";"2005KW03";"    91.3";"     1.4";"     3.7";"    4507";"    15.3";"    12.9";"  260643";"    1175"
"1318";"PV26  ";"2005KW04";"    91.9";"     0.7";"     4.5";"    4689";"     4.0";"    14.9";"  262243";"    1230"
"1319";"PV26  ";"2005JJ00";"    90.8";"     4.5";"     4.5";"   16230";"     8.5";"     8.5";"  257807";"    4184"
"1320";"PV26  ";"2006KW01";"    93.6";"     1.8";"     4.2";"    3913";"   -16.5";"    25.2";"  268320";"    1050"
"1321";"PV26  ";"2006KW02";"    94.8";"     1.3";"     5.2";"    4222";"     7.9";"     8.0";"  270478";"    1142"
"1322";"PV26  ";"2006KW03";"    96.3";"     1.7";"     5.5";"    4362";"     3.3";"    -3.2";"  274322";"    1197"
"1323";"PV26  ";"2006KW04";"    97.1";"     0.8";"     5.6";"    4259";"    -2.4";"    -9.2";"  278177";"    1185"
"1324";"PV26  ";"2006JJ00";"    95.4";"     5.1";"     5.1";"   16756";"     3.2";"     3.2";"  272931";"    4573"
"1325";"PV26  ";"2007KW01";"    98.9";"     1.8";"     5.7";"    3503";"   -17.8";"   -10.5";"  282966";"     991"
"1326";"PV26  ";"2007KW02";"   100.5";"     1.7";"     6.1";"    4004";"    14.3";"    -5.2";"  289298";"    1158"
"1327";"PV26  ";"2007KW03";"   102.5";"     1.9";"     6.4";"    4220";"     5.4";"    -3.3";"  296398";"    1251"
"1328";"PV26  ";"2007KW04";"   103.7";"     1.2";"     6.8";"    4174";"    -1.1";"    -2.0";"  292052";"    1219"
"1329";"PV26  ";"2007JJ00";"   101.4";"     6.2";"     6.2";"   15901";"    -5.1";"    -5.1";"  290511";"    4619"
"1330";"PV26  ";"2008KW01";"   104.0";"     0.4";"     5.2";"    3439";"   -17.6";"    -1.8";"  294076";"    1011"
"1331";"PV26  ";"2008KW02";"   104.4";"     0.4";"     3.9";"    3945";"    14.7";"    -1.5";"  298671";"    1178"
"1332";"PV26  ";"2008KW03";"   107.1";"     2.5";"     4.5";"    4062";"     3.0";"    -3.7";"  310308";"    1260"
"1333";"PV26  ";"2008KW04";"   106.0";"    -1.0";"     2.3";"    3670";"    -9.7";"   -12.1";"  299958";"    1101"
"1334";"PV26  ";"2008JJ00";"   105.4";"     4.0";"     4.0";"   15116";"    -4.9";"    -4.9";"  301065";"    4551"
"1335";"PV26  ";"2009KW01";"   105.4";"    -0.6";"     1.3";"    2224";"   -39.4";"   -35.3";"  287148";"     639"
"1336";"PV26  ";"2009KW02";"   103.0";"    -2.3";"    -1.4";"    2402";"     8.0";"   -39.1";"  282705";"     679"
"1337";"PV26  ";"2009KW03";"   100.8";"    -2.1";"    -5.8";"    2660";"    10.7";"   -34.5";"  272784";"     726"
"1338";"PV26  ";"2009KW04";"   100.2";"    -0.6";"    -5.5";"    2827";"     6.3";"   -23.0";"  279684";"     791"
"1339";"PV26  ";"2009JJ00";"   102.4";"    -2.9";"    -2.9";"   10113";"   -33.1";"   -33.1";"  280228";"    2834"
"1340";"PV26  ";"2010KW01";"   101.0";"     0.8";"    -4.2";"    2179";"   -22.9";"    -2.0";"  280042";"     610"
"1341";"PV26  ";"2010KW02";"    99.7";"    -1.3";"    -3.2";"    2569";"    17.9";"     7.0";"  288379";"     741"
"1342";"PV26  ";"2010KW03";"   100.4";"     0.7";"    -0.4";"    2758";"     7.4";"     3.7";"  286661";"     791"
"1343";"PV26  ";"2010KW04";"    98.8";"    -1.6";"    -1.4";"    2767";"     0.3";"    -2.1";"  280111";"     775"
"1344";"PV26  ";"2010JJ00";"   100.0";"    -2.3";"    -2.3";"   10273";"     1.6";"     1.6";"  283922";"    2917"
"1345";"PV26  ";"2011KW01";"    98.3";"    -0.5";"    -2.7";"    2335";"   -15.6";"     7.2";"  284906";"     665"
"1346";"PV26  ";"2011KW02";"    98.4";"     0.1";"    -1.3";"    2378";"     1.8";"    -7.4";"  286119";"     680"
"1347";"PV26  ";"2011KW03";"    97.4";"    -1.1";"    -3.0";"    2643";"    11.1";"    -4.2";"  288745";"     763"
"1348";"PV26  ";"2011KW04";"    95.8";"    -1.6";"    -3.0";"    2622";"    -0.8";"    -5.2";"  272471";"     714"
"1349";"PV26  ";"2011JJ00";"    97.5";"    -2.5";"    -2.5";"    9978";"    -2.9";"    -2.9";"  282944";"    2823"
"1350";"PV26  ";"2012KW01";"    95.1";"    -0.7";"    -3.2";"    1983";"   -24.4";"   -15.1";"  278705";"     553"
"1351";"PV26  ";"2012KW02";"    93.1";"    -2.2";"    -5.5";"    2831";"    42.8";"    19.1";"  282151";"     799"
"1352";"PV26  ";"2012KW03";"    88.1";"    -5.3";"    -9.5";"    1750";"   -38.2";"   -33.8";"  251360";"     440"
"1353";"PV26  ";"2012KW04";"    88.1";"     0.0";"    -8.1";"    2940";"    68.0";"    12.1";"  254187";"     747"
"1354";"PV26  ";"2012JJ00";"    91.1";"    -6.6";"    -6.6";"    9504";"    -4.8";"    -4.8";"  267112";"    2539"
"1355";"PV26  ";"2013KW01";"    86.2";"    -2.2";"    -9.5";"    1790";"   -39.1";"    -9.7";"  241505";"     432"
"1356";"PV26  ";"2013KW02";"    84.9";"    -1.5";"    -8.8";"    1681";"    -6.1";"   -40.6";"  247845";"     417"
"1357";"PV26  ";"2013KW03";"    84.7";"    -0.2";"    -3.8";"    2336";"    39.0";"    33.5";"  256958";"     600"
"1358";"PV26  ";"2013KW04";"    84.6";"    -0.1";"    -3.9";"    2835";"    21.4";"    -3.6";"  249403";"     707"
"1359";"PV26  ";"2013JJ00";"    85.1";"    -6.6";"    -6.6";"    8642";"    -9.1";"    -9.1";"  249506";"    2156"
"1360";"PV26  ";"2014KW01";"    85.5";"     1.0";"    -0.8";"    2412";"   -14.9";"    34.7";"  248809";"     600"
"1361";"PV26  ";"2014KW02";"    86.3";"     0.9";"     1.6";"    2925";"    21.3";"    74.0";"  255350";"     747"
"1362";"PV26  ";"2014KW03";"    87.3";"     1.2";"     3.1";"    3550";"    21.4";"    52.0";"  259334";"     921"
"1363";"PV26  ";"2014KW04";"    87.6";"     0.3";"     3.5";"    4377";"    23.3";"    54.4";"  258547";"    1132"
"1364";"PV26  ";"2014JJ00";"    86.7";"     1.9";"     1.9";"   13264";"    53.5";"    53.5";"  256282";"    3399"
"1365";"PV26  ";"2015KW01";"    89.0";"     1.6";"     4.1";"    2928";"   -33.1";"    21.4";"  258633";"     757"
"1366";"PV26  ";"2015KW02";"    89.1";"     0.1";"     3.2";"    3433";"    17.2";"    17.4";"  260309";"     894"
"1367";"PV26  ";"2015KW03";"    90.7";"     1.8";"     3.8";"    4398";"    28.1";"    23.9";"  264457";"    1163"
"1368";"PV26  ";"2015KW04";"    91.4";"     0.8";"     4.3";"    4641";"     5.5";"     6.0";"  270952";"    1257"
"1369";"PV26  ";"2015JJ00";"    90.0";"     3.9";"     3.9";"   15400";"    16.1";"    16.1";"  264382";"    4071"
"1370";"PV26  ";"2016KW01";"    93.1";"     1.9";"     4.7";"    3792";"   -18.3";"    29.5";"  269094";"    1020"
"1371";"PV26  ";"2016KW02";"    94.2";"     1.1";"     5.7";"    4279";"    12.8";"    24.6";"  276266";"    1182"
"1372";"PV26  ";"2016KW03";"    96.9";"     2.9";"     6.9";"    5199";"    21.5";"    18.2";"  292663";"    1522"
"1373";"PV26  ";"2016KW04";"    98.6";"     1.8";"     7.9";"    5020";"    -3.4";"     8.2";"  289167";"    1452"
"1374";"PV26  ";"2016JJ00";"    95.7";"     6.3";"     6.3";"   18290";"    18.8";"    18.8";"  282981";"    5176"
"1375";"PV26  ";"2017KW01";"   101.1";"     2.5";"     8.6";"    4439";"   -11.6";"    17.1";"  304454";"    1351"
"1376";"PV26  ";"2017KW02";"   103.0";"     1.9";"     9.4";"    4409";"    -0.7";"     3.0";"  318140";"    1403"
"1377";"PV26  ";"2017KW03";"   105.7";"     2.6";"     9.1";"    4874";"    10.5";"    -6.3";"  316011";"    1540"
"1378";"PV26  ";"2017KW04";"   107.9";"     2.1";"     9.4";"    4966";"     1.9";"    -1.1";"  325328";"    1616"
"1379";"PV26  ";"2017JJ00";"   104.4";"     9.1";"     9.1";"   18688";"     2.2";"     2.2";"  316244";"    5910"
"1380";"PV27  ";"1995KW01";"    33.9";"";"";"    4631";"";"";"   96044";"     445"
"1381";"PV27  ";"1995KW02";"    34.2";"     1.0";"";"    5169";"    11.6";"";"   99392";"     514"
"1382";"PV27  ";"1995KW03";"    35.2";"     2.9";"";"    5711";"    10.5";"";"  104320";"     596"
"1383";"PV27  ";"1995KW04";"    35.6";"     0.9";"";"    6536";"    14.4";"";"  103921";"     679"
"1384";"PV27  ";"1995JJ00";"    34.7";"";"";"   22047";"";"";"  101308";"    2234"
"1385";"PV27  ";"1996KW01";"    36.6";"     2.8";"     7.9";"    5065";"   -22.5";"     9.4";"  107215";"     543"
"1386";"PV27  ";"1996KW02";"    37.8";"     3.3";"    10.3";"    6199";"    22.4";"    19.9";"  107520";"     667"
"1387";"PV27  ";"1996KW03";"    39.3";"     4.0";"    11.4";"    6176";"    -0.4";"     8.1";"  111351";"     688"
"1388";"PV27  ";"1996KW04";"    39.9";"     1.6";"    12.2";"    6535";"     5.8";"     0.0";"  116526";"     761"
"1389";"PV27  ";"1996JJ00";"    38.4";"    10.5";"    10.5";"   23975";"     8.7";"     8.7";"  110897";"    2659"
"1390";"PV27  ";"1997KW01";"    41.6";"     4.2";"    13.7";"    4949";"   -24.3";"    -2.3";"  116588";"     577"
"1391";"PV27  ";"1997KW02";"    42.9";"     3.3";"    13.7";"    6769";"    36.8";"     9.2";"  120838";"     818"
"1392";"PV27  ";"1997KW03";"    43.9";"     2.2";"    11.8";"    6885";"     1.7";"    11.5";"  125102";"     861"
"1393";"PV27  ";"1997KW04";"    45.1";"     2.7";"    13.0";"    7412";"     7.7";"    13.4";"  126518";"     938"
"1394";"PV27  ";"1997JJ00";"    43.4";"    13.0";"    13.0";"   26015";"     8.5";"     8.5";"  122776";"    3194"
"1395";"PV27  ";"1998KW01";"    46.3";"     2.8";"    11.4";"    5537";"   -25.3";"    11.9";"  132016";"     731"
"1396";"PV27  ";"1998KW02";"    48.2";"     4.2";"    12.4";"    6416";"    15.9";"    -5.2";"  136938";"     879"
"1397";"PV27  ";"1998KW03";"    50.6";"     4.8";"    15.2";"    6634";"     3.4";"    -3.6";"  146886";"     974"
"1398";"PV27  ";"1998KW04";"    51.6";"     2.1";"    14.6";"    7353";"    10.8";"    -0.8";"  146899";"    1080"
"1399";"PV27  ";"1998JJ00";"    49.2";"    13.4";"    13.4";"   25940";"    -0.3";"    -0.3";"  141255";"    3664"
"1400";"PV27  ";"1999KW01";"    54.8";"     6.1";"    18.3";"    5781";"   -21.4";"     4.4";"  153340";"     886"
"1401";"PV27  ";"1999KW02";"    57.5";"     4.9";"    19.1";"    6763";"    17.0";"     5.4";"  161833";"    1094"
"1402";"PV27  ";"1999KW03";"    61.2";"     6.4";"    20.9";"    7827";"    15.7";"    18.0";"  171266";"    1340"
"1403";"PV27  ";"1999KW04";"    64.4";"     5.4";"    24.8";"    7816";"    -0.1";"     6.3";"  181269";"    1417"
"1404";"PV27  ";"1999JJ00";"    59.5";"    20.9";"    20.9";"   28187";"     8.7";"     8.7";"  168100";"    4738"
"1405";"PV27  ";"2000KW01";"    67.2";"     4.2";"    22.6";"    5904";"   -24.5";"     2.1";"  188053";"    1110"
"1406";"PV27  ";"2000KW02";"    69.8";"     4.0";"    21.5";"    6741";"    14.2";"    -0.3";"  202130";"    1363"
"1407";"PV27  ";"2000KW03";"    72.9";"     4.4";"    19.2";"    7337";"     8.8";"    -6.3";"  208133";"    1527"
"1408";"PV27  ";"2000KW04";"    74.5";"     2.3";"    15.7";"    7791";"     6.2";"    -0.3";"  211770";"    1650"
"1409";"PV27  ";"2000JJ00";"    71.1";"    19.6";"    19.6";"   27773";"    -1.5";"    -1.5";"  203428";"    5650"
"1410";"PV27  ";"2001KW01";"    76.8";"     3.1";"    14.4";"    5562";"   -28.6";"    -5.8";"  213421";"    1187"
"1411";"PV27  ";"2001KW02";"    79.0";"     2.9";"    13.2";"    7008";"    26.0";"     4.0";"  219625";"    1539"
"1412";"PV27  ";"2001KW03";"    80.1";"     1.4";"    10.0";"    7641";"     9.0";"     4.1";"  224301";"    1714"
"1413";"PV27  ";"2001KW04";"    80.7";"     0.7";"     8.3";"    8288";"     8.5";"     6.4";"  223252";"    1850"
"1414";"PV27  ";"2001JJ00";"    79.2";"    11.3";"    11.3";"   28499";"     2.6";"     2.6";"  220723";"    6290"
"1415";"PV27  ";"2002KW01";"    81.9";"     1.5";"     6.6";"    6499";"   -21.6";"    16.8";"  231315";"    1503"
"1416";"PV27  ";"2002KW02";"    83.0";"     1.3";"     5.0";"    7103";"     9.3";"     1.4";"  231708";"    1646"
"1417";"PV27  ";"2002KW03";"    83.9";"     1.1";"     4.7";"    7694";"     8.3";"     0.7";"  235267";"    1810"
"1418";"PV27  ";"2002KW04";"    83.7";"    -0.2";"     3.8";"    8156";"     6.0";"    -1.6";"  225978";"    1843"
"1419";"PV27  ";"2002JJ00";"    83.1";"     5.0";"     5.0";"   29452";"     3.3";"     3.3";"  230964";"    6802"
"1420";"PV27  ";"2003KW01";"    82.9";"    -1.0";"     1.2";"    5829";"   -28.5";"   -10.3";"  226489";"    1320"
"1421";"PV27  ";"2003KW02";"    83.4";"     0.6";"     0.4";"    6570";"    12.7";"    -7.5";"  231542";"    1521"
"1422";"PV27  ";"2003KW03";"    83.8";"     0.6";"    -0.1";"    7489";"    14.0";"    -2.7";"  228699";"    1713"
"1423";"PV27  ";"2003KW04";"    84.5";"     0.8";"     0.9";"    8943";"    19.4";"     9.6";"  231221";"    2068"
"1424";"PV27  ";"2003JJ00";"    83.6";"     0.6";"     0.6";"   28831";"    -2.1";"    -2.1";"  229682";"    6622"
"1425";"PV27  ";"2004KW01";"    85.6";"     1.3";"     3.3";"    6369";"   -28.8";"     9.3";"  234935";"    1496"
"1426";"PV27  ";"2004KW02";"    86.3";"     0.8";"     3.5";"    7564";"    18.8";"    15.1";"  235915";"    1784"
"1427";"PV27  ";"2004KW03";"    87.4";"     1.3";"     4.3";"    8210";"     8.5";"     9.6";"  243747";"    2001"
"1428";"PV27  ";"2004KW04";"    87.1";"    -0.3";"     3.1";"    8922";"     8.7";"    -0.2";"  231840";"    2068"
"1429";"PV27  ";"2004JJ00";"    86.6";"     3.6";"     3.6";"   31065";"     7.7";"     7.7";"  236614";"    7350"
"1430";"PV27  ";"2005KW01";"    88.3";"     1.3";"     3.1";"    7017";"   -21.4";"    10.2";"  240089";"    1685"
"1431";"PV27  ";"2005KW02";"    89.6";"     1.5";"     3.9";"    8356";"    19.1";"    10.5";"  243460";"    2034"
"1432";"PV27  ";"2005KW03";"    90.7";"     1.2";"     3.7";"    9144";"     9.4";"    11.4";"  251960";"    2304"
"1433";"PV27  ";"2005KW04";"    91.1";"     0.5";"     4.6";"    9722";"     6.3";"     9.0";"  251798";"    2448"
"1434";"PV27  ";"2005JJ00";"    89.9";"     3.8";"     3.8";"   34239";"    10.2";"    10.2";"  247406";"    8471"
"1435";"PV27  ";"2006KW01";"    92.8";"     1.9";"     5.1";"    7911";"   -18.6";"    12.7";"  252756";"    2000"
"1436";"PV27  ";"2006KW02";"    93.9";"     1.2";"     4.8";"    8887";"    12.3";"     6.4";"  260290";"    2313"
"1437";"PV27  ";"2006KW03";"    96.1";"     2.3";"     6.0";"    9039";"     1.7";"    -1.1";"  272619";"    2464"
"1438";"PV27  ";"2006KW04";"    97.0";"     0.9";"     6.4";"    9290";"     2.8";"    -4.4";"  266113";"    2472"
"1439";"PV27  ";"2006JJ00";"    95.0";"     5.6";"     5.6";"   35127";"     2.6";"     2.6";"  263306";"    9249"
"1440";"PV27  ";"2007KW01";"    98.4";"     1.4";"     6.0";"    7733";"   -16.8";"    -2.3";"  276740";"    2140"
"1441";"PV27  ";"2007KW02";"   100.1";"     1.8";"     6.6";"    8448";"     9.2";"    -4.9";"  277716";"    2346"
"1442";"PV27  ";"2007KW03";"   103.3";"     3.2";"     7.5";"    8744";"     3.5";"    -3.3";"  294248";"    2573"
"1443";"PV27  ";"2007KW04";"   104.1";"     0.8";"     7.4";"    9292";"     6.3";"     0.0";"  292884";"    2721"
"1444";"PV27  ";"2007JJ00";"   101.5";"     6.9";"     6.9";"   34217";"    -2.6";"    -2.6";"  285839";"    9781"
"1445";"PV27  ";"2008KW01";"   105.8";"     1.7";"     7.6";"    7178";"   -22.8";"    -7.2";"  297422";"    2135"
"1446";"PV27  ";"2008KW02";"   106.5";"     0.6";"     6.3";"    8155";"    13.6";"    -3.5";"  296843";"    2421"
"1447";"PV27  ";"2008KW03";"   107.9";"     1.3";"     4.4";"    8195";"     0.5";"    -6.3";"  300283";"    2461"
"1448";"PV27  ";"2008KW04";"   106.6";"    -1.2";"     2.4";"    7639";"    -6.8";"   -17.8";"  288067";"    2201"
"1449";"PV27  ";"2008JJ00";"   106.7";"     5.1";"     5.1";"   31167";"    -8.9";"    -8.9";"  295730";"    9217"
"1450";"PV27  ";"2009KW01";"   106.7";"     0.1";"     0.8";"    4565";"   -40.2";"   -36.4";"  285732";"    1304"
"1451";"PV27  ";"2009KW02";"   102.6";"    -3.8";"    -3.7";"    5181";"    13.5";"   -36.5";"  265504";"    1376"
"1452";"PV27  ";"2009KW03";"   101.5";"    -1.0";"    -5.9";"    5738";"    10.8";"   -30.0";"  268456";"    1540"
"1453";"PV27  ";"2009KW04";"   100.8";"    -0.7";"    -5.4";"    6682";"    16.5";"   -12.5";"  277043";"    1851"
"1454";"PV27  ";"2009JJ00";"   102.9";"    -3.6";"    -3.6";"   22166";"   -28.9";"   -28.9";"  273913";"    6072"
"1455";"PV27  ";"2010KW01";"    99.6";"    -1.2";"    -6.6";"    5158";"   -22.8";"    13.0";"  271448";"    1400"
"1456";"PV27  ";"2010KW02";"   100.5";"     0.9";"    -2.0";"    5652";"     9.6";"     9.1";"  276262";"    1561"
"1457";"PV27  ";"2010KW03";"   100.1";"    -0.4";"    -1.4";"    5934";"     5.0";"     3.4";"  282889";"    1679"
"1458";"PV27  ";"2010KW04";"    99.8";"    -0.3";"    -1.0";"    5946";"     0.2";"   -11.0";"  272498";"    1620"
"1459";"PV27  ";"2010JJ00";"   100.0";"    -2.8";"    -2.8";"   22690";"     2.4";"     2.4";"  275914";"    6260"
"1460";"PV27  ";"2011KW01";"    99.8";"    -0.1";"     0.2";"    5172";"   -13.0";"     0.3";"  279145";"    1444"
"1461";"PV27  ";"2011KW02";"    99.4";"    -0.4";"    -1.1";"    5455";"     5.5";"    -3.5";"  278563";"    1520"
"1462";"PV27  ";"2011KW03";"    99.0";"    -0.4";"    -1.1";"    5615";"     2.9";"    -5.4";"  288309";"    1619"
"1463";"PV27  ";"2011KW04";"    96.7";"    -2.3";"    -3.1";"    5783";"     3.0";"    -2.7";"  270519";"    1564"
"1464";"PV27  ";"2011JJ00";"    98.7";"    -1.3";"    -1.3";"   22025";"    -2.9";"    -2.9";"  279072";"    6147"
"1465";"PV27  ";"2012KW01";"    96.2";"    -0.6";"    -3.6";"    4369";"   -24.5";"   -15.5";"  274778";"    1201"
"1466";"PV27  ";"2012KW02";"    93.2";"    -3.0";"    -6.2";"    6068";"    38.9";"    11.2";"  267505";"    1623"
"1467";"PV27  ";"2012KW03";"    90.4";"    -3.0";"    -8.6";"    4294";"   -29.2";"   -23.5";"  248888";"    1069"
"1468";"PV27  ";"2012KW04";"    89.5";"    -1.0";"    -7.4";"    6279";"    46.2";"     8.6";"  246290";"    1546"
"1469";"PV27  ";"2012JJ00";"    92.3";"    -6.4";"    -6.4";"   21010";"    -4.6";"    -4.6";"  258872";"    5439"
"1470";"PV27  ";"2013KW01";"    87.0";"    -2.8";"    -9.6";"    4408";"   -29.8";"     0.9";"  242169";"    1067"
"1471";"PV27  ";"2013KW02";"    85.2";"    -2.0";"    -8.6";"    3958";"   -10.2";"   -34.8";"  243186";"     963"
"1472";"PV27  ";"2013KW03";"    85.8";"     0.6";"    -5.2";"    5413";"    36.8";"    26.1";"  241450";"    1307"
"1473";"PV27  ";"2013KW04";"    85.2";"    -0.7";"    -4.9";"    6579";"    21.5";"     4.8";"  245175";"    1613"
"1474";"PV27  ";"2013JJ00";"    85.8";"    -7.1";"    -7.1";"   20358";"    -3.1";"    -3.1";"  243147";"    4950"
"1475";"PV27  ";"2014KW01";"    86.7";"     1.8";"    -0.3";"    5651";"   -14.1";"    28.2";"  246091";"    1391"
"1476";"PV27  ";"2014KW02";"    87.2";"     0.5";"     2.3";"    6721";"    18.9";"    69.8";"  256081";"    1721"
"1477";"PV27  ";"2014KW03";"    89.0";"     2.1";"     3.8";"    7793";"    16.0";"    44.0";"  261905";"    2041"
"1478";"PV27  ";"2014KW04";"    89.4";"     0.5";"     5.0";"   10060";"    29.1";"    52.9";"  260326";"    2619"
"1479";"PV27  ";"2014JJ00";"    88.1";"     2.7";"     2.7";"   30225";"    48.5";"    48.5";"  257128";"    7772"
"1480";"PV27  ";"2015KW01";"    90.3";"     0.9";"     4.1";"    6778";"   -32.6";"    19.9";"  259310";"    1758"
"1481";"PV27  ";"2015KW02";"    91.9";"     1.8";"     5.4";"    8284";"    22.2";"    23.3";"  265019";"    2195"
"1482";"PV27  ";"2015KW03";"    93.9";"     2.2";"     5.5";"   10097";"    21.9";"    29.6";"  279418";"    2821"
"1483";"PV27  ";"2015KW04";"    94.9";"     1.0";"     6.1";"   10219";"     1.2";"     1.6";"  285363";"    2916"
"1484";"PV27  ";"2015JJ00";"    92.7";"     5.3";"     5.3";"   35378";"    17.0";"    17.0";"  273911";"    9690"
"1485";"PV27  ";"2016KW01";"    96.7";"     2.0";"     7.1";"    8465";"   -17.2";"    24.9";"  290262";"    2457"
"1486";"PV27  ";"2016KW02";"    98.7";"     2.0";"     7.4";"    9364";"    10.6";"    13.0";"  292352";"    2738"
"1487";"PV27  ";"2016KW03";"   102.4";"     3.8";"     9.0";"   11167";"    19.3";"    10.6";"  313974";"    3506"
"1488";"PV27  ";"2016KW04";"   103.6";"     1.2";"     9.2";"   10447";"    -6.4";"     2.2";"  306977";"    3207"
"1489";"PV27  ";"2016JJ00";"   100.4";"     8.2";"     8.2";"   39443";"    11.5";"    11.5";"  301899";"   11908"
"1490";"PV27  ";"2017KW01";"   106.9";"     3.2";"    10.5";"    9541";"    -8.7";"    12.7";"  321760";"    3070"
"1491";"PV27  ";"2017KW02";"   109.8";"     2.6";"    11.2";"    9570";"     0.3";"     2.2";"  327548";"    3135"
"1492";"PV27  ";"2017KW03";"   113.2";"     3.2";"    10.6";"   10254";"     7.1";"    -8.2";"  342898";"    3516"
"1493";"PV27  ";"2017KW04";"   114.5";"     1.1";"    10.5";"   10484";"     2.2";"     0.4";"  338835";"    3552"
"1494";"PV27  ";"2017JJ00";"   111.1";"    10.7";"    10.7";"   39849";"     1.0";"     1.0";"  333082";"   13273"
"1495";"PV28  ";"1995KW01";"    37.9";"";"";"    7164";"";"";"   84833";"     608"
"1496";"PV28  ";"1995KW02";"    38.6";"     1.7";"";"    8725";"    21.8";"";"   88942";"     776"
"1497";"PV28  ";"1995KW03";"    39.4";"     2.1";"";"    9502";"     8.9";"";"   93579";"     889"
"1498";"PV28  ";"1995KW04";"    39.5";"     0.3";"";"   10707";"    12.7";"";"   92722";"     993"
"1499";"PV28  ";"1995JJ00";"    38.9";"";"";"   36098";"";"";"   90469";"    3266"
"1500";"PV28  ";"1996KW01";"    40.8";"     3.3";"     7.7";"    8569";"   -20.0";"    19.6";"   93815";"     804"
"1501";"PV28  ";"1996KW02";"    42.1";"     3.0";"     9.0";"    9647";"    12.6";"    10.6";"   98112";"     946"
"1502";"PV28  ";"1996KW03";"    43.3";"     3.1";"    10.0";"   10589";"     9.8";"    11.4";"  102624";"    1087"
"1503";"PV28  ";"1996KW04";"    44.2";"     1.9";"    11.8";"   11152";"     5.3";"     4.2";"  103903";"    1159"
"1504";"PV28  ";"1996JJ00";"    42.6";"     9.6";"     9.6";"   39957";"    10.7";"    10.7";"  100002";"    3996"
"1505";"PV28  ";"1997KW01";"    45.6";"     3.1";"    11.5";"    8178";"   -26.7";"    -4.6";"  101249";"     828"
"1506";"PV28  ";"1997KW02";"    46.8";"     2.7";"    11.2";"   10140";"    24.0";"     5.1";"  108971";"    1105"
